,rxn,lb,ub,width_metabolome,width_no_metabolome,source
167,G3PD2,-100.0,100.0,200.0,200.0,metabolome
168,G3PD5,0.0,47.17150363908666,47.17150363908666,100.0,metabolome
169,G3PD6,-100.0,100.0,200.0,200.0,metabolome
170,G3PD7,-100.0,100.0,200.0,200.0,metabolome
171,G5SADs,-99.85260524024682,100.0,199.85260524024682,199.85912372972,metabolome
172,G5SD,-91.4874751876106,91.0569560837803,182.54443127139092,199.69113757945883,metabolome
173,G6PDA,-0.0505353462013857,93.13439410529136,93.18492945149275,198.96411559314538,metabolome
174,G6PDH2r,0.0,100.0,100.0,200.0,metabolome
175,GALU,-6.061145154614707,99.91638445154156,105.97752960615627,106.06114515461485,metabolome
176,GAPD,-92.16619906896378,100.0,192.16619906896378,192.1661990689631,metabolome
177,GARFT,-94.48371940980202,99.60949832026348,194.0932177300655,199.27937226044392,metabolome
178,GART,-99.26122337757955,100.0,199.26122337757954,199.27937218493287,metabolome
179,GCALDD,0.0335419691141254,0.0350939904176281,0.0015520213035026958,0.0015520213035249975,metabolome
180,GF6PTA,0.0,91.32744598923452,91.32744598923452,199.95169956447586,metabolome
181,GHMT2,-100.0,100.0,200.0,200.0,metabolome
182,GK1,0.1697290721113091,100.0,99.83027092788869,199.8132316075789,metabolome
183,GLCP,-0.1080894912292294,24.89669073512809,25.00478022635732,25.004780225613885,metabolome
184,GLCS1,0.0,25.0,25.0,25.0,metabolome
185,GLGC,0.0,99.91750297274837,99.91750297274837,100.0,metabolome
186,GLNS,0.9581040214656156,100.0,99.04189597853438,100.0,metabolome
187,GLU5K,-92.43065867615984,92.04572024105045,184.4763789172103,199.7833188795232,metabolome
188,GLUDC,-100.0,100.0,200.0,200.0,metabolome
189,GLUDy,-100.0,100.0,200.0,200.0,metabolome
190,GLUN,0.0,93.45738528147362,93.45738528147362,200.0,metabolome
191,GLUPRT,0.3301260975756719,0.3454014124851312,0.01527531490945927,0.015275273033136305,metabolome
192,GLUR,-0.0193718827104873,-0.018515166951019,0.0008567157594683017,0.0008567157594683017,metabolome
193,GLUSy,0.0,91.06498850491394,91.06498850491394,200.0,metabolome
194,GLXCL,0.0,90.9873344659595,90.9873344659595,100.0,metabolome
195,GLYATi,-93.1154719550519,97.11301509088348,190.22848704593537,199.01964621573455,metabolome
196,GLYCDx,-100.0,100.0,200.0,199.88924441798528,metabolome
197,GLYCK,0.0,92.87443242975776,92.87443242975776,99.60473513339208,metabolome
198,GLYCL,-99.73814692106166,94.1956375452264,193.93378446628805,198.98321437464668,metabolome
199,GLYCLTDx,-100.0,100.0,200.0,200.0,metabolome
200,GLYCLTDy,-100.0,100.0,200.0,200.0,metabolome
201,GLYCTO2,0.0,47.17149799595376,47.17149799595376,100.0,metabolome
202,GLYCTO3,-100.0,100.0,200.0,200.0,metabolome
203,GLYCTO4,-100.0,100.0,200.0,200.0,metabolome
204,GLYK,-100.0,100.0,200.0,200.0,metabolome
205,GLYOX,-100.0,100.0,200.0,200.0,metabolome
206,GMHEPAT,0.0169051524335039,0.0176873711704801,0.0007822187369762,0.0007822187369762,metabolome
207,GMHEPK,0.0169051524335039,0.0176873711704801,0.0007822187369762,0.0007822187369762,metabolome
208,GMHEPPA,0.0169051524335039,0.0176873711704801,0.0007822187369762,0.0007822187369762,metabolome
